1;270.3;20;66.9;0;87;14;1;0
1;617.9;19;33.6;0;17;1;0;1
1;657.1;6;63.6;1;43;3;1;0
0;897.7;17;105.5;0;56;17;1;0
1;280.9;12;34.2;1;40;11;1;0
0;251.6;13;93.2;0;69;11;1;0
0;514.7;6;30.7;0;90;5;1;0
0;682.8;18;79.7;0;80;18;1;0
0;272.3;5;61.4;0;83;5;1;0
0;755.4;8;11.5;1;55;6;1;0
1;623.8;16;58.1;0;87;4;0;1
1;672.8;8;102.5;1;80;6;0;0
1;961.3;15;79.4;0;73;12;1;0
1;156.2;14;99.7;0;86;11;0;1
1;216.3;10;101;1;95;14;1;0
0;625.1;15;59.9;1;62;6;0;1
1;627.2;16;41.5;0;99;23;1;0
0;177.5;18;88.1;1;14;16;0;0
1;558;10;75.4;1;94;2;0;1
1;871.4;13;86.5;1;10;9;1;0
0;867.1;8;81.8;1;43;4;1;0
0;807;7;65.9;0;78;20;0;0
0;328.2;17;79.5;0;16;1;0;1
1;509.8;17;67.2;1;87;5;0;1
1;600.5;1;98.8;1;73;21;0;1
0;114.1;10;45.5;0;78;8;1;0
0;250.4;16;39;1;97;6;0;0
0;847.7;19;64.3;1;78;21;1;1
0;324.3;19;63.2;0;62;13;1;0
1;317;17;52;1;69;3;0;1
0;971.3;3;78.2;0;55;6;1;0
1;93.4;13;69.4;1;42;3;0;1
0;617.7;12;51.7;0;25;1;0;0
0;100;11;38.1;1;89;12;0;0
1;191.2;20;15.5;1;93;13;1;1
1;299.2;4;80.9;0;3;11;0;0
1;896.9;8;104.9;1;86;16;0;0
1;181.4;8;23.2;0;1;18;0;0
1;43.5;7;84.6;0;31;5;0;0
0;553.7;4;105.6;0;57;12;1;0
1;420.4;17;10.8;0;72;8;1;1
1;130.4;8;58.3;0;66;6;0;0
0;725.3;15;79.9;1;54;21;1;0
1;423.5;7;86.1;0;8;18;1;0
1;543.3;14;13.2;0;25;4;1;0
1;434.6;3;15.5;1;46;20;1;0
0;376.3;19;27.9;0;98;19;0;0
0;646.7;18;52.5;1;27;9;0;1
1;222.8;8;44.7;0;46;2;1;0
0;817.6;15;102.2;1;18;4;1;0
1;209.5;7;82;0;46;3;0;0
1;74.1;16;99.6;1;37;15;0;0
1;772.6;1;85.3;1;60;21;1;0
1;806.1;16;101.2;0;28;18;0;1
1;890.7;6;44.4;1;63;15;0;1
1;862.5;14;89.1;0;24;0;1;0
1;868;5;45.5;1;8;13;1;0
1;547.3;18;35;0;59;22;0;1
0;168.4;9;11;0;44;13;0;1
1;916.7;15;76.6;1;69;2;1;0
1;800.6;10;74.6;1;61;13;0;1
0;876.7;1;55;0;33;0;0;0
1;753.7;3;43;0;97;15;1;0
0;581.8;13;63.3;0;12;12;1;0
1;983.6;10;94.3;1;65;18;0;1
0;634.7;10;56.7;0;28;0;1;0
1;450.4;2;62;0;45;14;1;0
1;585.8;10;73.6;0;33;21;0;0
1;706.2;3;56.5;0;1;9;0;0
1;234.8;17;18.8;0;28;11;1;1
0;534.5;1;71.2;1;54;15;1;0
0;231.8;3;56.8;0;65;14;0;0
1;138.9;10;27;0;83;4;1;0
1;480.4;9;67.9;1;98;9;1;0
0;384.3;6;101.2;1;87;10;1;0
1;840.6;5;14.2;0;25;1;0;1
0;587.8;17;93.8;0;70;22;1;0
1;632.7;18;68;0;75;13;1;0
0;360.5;14;80.4;1;84;2;0;1
0;442.8;10;51.1;1;80;2;0;1
1;1000.3;9;100.1;1;6;5;1;0
0;727.5;17;35.2;0;98;3;1;0
0;935.6;11;31.3;1;64;16;1;0
0;721.4;1;54.1;0;24;17;1;0
0;719.3;4;102.8;0;92;11;0;0
0;143;2;77;0;48;10;0;0
0;74.1;6;91.3;0;53;17;0;0
0;204.1;4;92.9;0;95;18;1;0
0;488.3;13;55.9;1;70;0;1;0
1;417.1;20;57;1;25;0;0;1
1;862.3;20;58;1;39;2;1;0
1;705.7;9;47.5;1;6;14;0;1
1;706.3;6;18.5;1;43;19;0;1
0;314.5;17;84.5;0;45;22;0;0
1;388.3;3;60.3;0;51;4;1;0
1;20.5;9;60;1;5;20;0;0
0;933;1;88.4;1;17;23;1;1
1;144.7;20;29;1;61;7;0;1
0;871.7;20;54.5;0;62;4;1;0
1;864.7;17;12.1;0;60;19;0;1
1;642.9;20;60.2;1;63;23;1;0
1;328.7;11;59.6;1;10;3;0;1
0;43.5;16;44.5;0;17;18;0;0
1;68.7;10;26.6;0;72;16;1;0
1;230.9;10;108.8;1;13;14;1;0
0;216.7;1;109.8;1;88;7;0;0
0;776.1;10;28;1;86;20;0;0
1;19.5;18;95.1;0;6;11;0;0
1;267;7;97.5;1;73;18;1;0
0;155.8;17;67;1;44;0;1;1
0;963.3;14;67.2;0;47;20;0;1
1;353.2;20;29.3;0;50;13;1;0
0;1.1;7;11.4;0;64;23;1;0
0;806.6;1;86.8;0;4;2;0;0
0;649.6;10;84.8;1;82;0;0;0
0;897.1;19;38.6;1;6;7;0;1
1;117.7;20;15.6;1;90;12;0;1
1;711.4;7;32.9;0;19;2;0;0
1;411;8;84.3;1;13;21;1;0
1;862.5;12;32.2;0;92;2;0;1
1;741.1;12;38.8;1;29;12;0;1
1;111;14;41.4;0;37;2;1;1
1;984;7;96.3;0;53;9;0;1
0;286.8;9;45.6;0;85;8;1;0
1;690.4;11;81.2;1;45;15;1;0
0;12.3;13;10.4;0;99;4;0;0
1;146.1;2;49.1;0;81;18;0;0
1;725.8;1;93.1;0;71;3;0;0
0;983.7;13;47.9;1;37;14;0;1
0;505.9;5;14.9;0;64;19;0;0
0;845.1;3;64.4;1;51;0;1;0
0;196.5;5;44.9;0;42;15;0;0
1;593.9;1;107.5;1;96;8;0;0
0;333.1;2;45.6;1;52;20;1;0
1;579.8;2;78.3;1;19;13;0;1
1;369;20;28.9;1;93;7;1;0
1;452.8;6;75.2;1;4;5;0;0
1;703.4;13;74.2;1;23;9;1;0
0;29;6;87;1;95;0;1;0
0;9.1;3;57.6;0;68;19;1;0
0;706.4;8;20.9;1;44;8;1;0
1;362;18;42.5;0;67;6;1;0
0;932;18;17.6;1;22;7;0;1
0;670.8;20;80.8;1;13;15;0;0
0;219.7;10;102.7;0;46;15;1;0
1;907.3;1;77.1;0;32;10;0;1
1;218.3;16;24;1;81;3;1;1
1;638.3;5;62.1;1;63;16;1;0
1;331.5;13;25.5;0;50;10;1;0
0;357.7;14;29.1;0;69;19;1;0
1;387.3;1;107.5;0;20;12;1;0
0;119;3;80.9;1;52;7;1;0
1;859.4;13;23.5;0;98;1;0;1
1;969.7;3;38.3;0;3;10;0;1
1;138.4;12;62.7;1;3;14;0;0
1;685.3;5;59.8;1;47;4;1;0
1;354.7;10;69.4;0;50;2;0;1
1;304.9;18;23;1;33;15;1;0
0;251;3;48.5;0;97;19;1;0
1;967.2;11;16.7;1;10;4;1;0
0;547.4;14;94.7;0;54;16;1;0
0;713.9;4;83.4;1;67;9;0;0
1;594.8;1;41.2;0;81;15;0;0
1;399.7;13;10.3;1;68;7;1;1
0;71.2;5;97.1;1;4;11;1;0
0;105.7;10;67;1;9;18;0;0
0;390.4;9;97.5;1;86;15;0;0
1;513.9;9;65.6;0;41;7;1;0
1;257.7;18;71.2;0;33;17;0;0
0;224.4;16;25.1;0;3;10;0;0
0;811.2;2;50.9;0;77;17;1;0
0;984.4;6;80.8;0;38;2;0;0
0;563;20;44.8;0;7;3;0;1
0;967.4;10;80.9;1;93;7;1;0
1;641.5;20;19.9;0;88;23;1;0
0;603.7;11;18.6;0;26;2;0;1
0;835.1;15;46.5;0;26;2;0;1
1;461.3;20;50.9;1;88;19;0;0
0;935.2;12;53.5;0;21;0;1;0
0;677.5;10;54.3;1;13;5;0;1
0;881.7;7;46;1;70;6;0;0
1;441.7;18;65.4;1;90;14;1;0
1;207.9;6;33.1;0;54;9;1;0
1;29;6;59.5;1;37;4;1;0
1;287.2;8;18.2;0;76;22;0;1
0;883.5;18;14.3;0;53;13;0;1
1;879.7;6;99.5;1;81;13;0;1
1;254.3;9;10.4;0;84;21;1;0
1;480.3;3;32.7;0;31;1;0;0
1;880.3;7;18.1;1;55;14;1;1
1;967.2;20;104.9;1;64;9;1;0
1;227.1;3;20.8;1;27;5;0;1
1;51.2;13;68.9;0;97;19;1;0
1;774.3;14;23.8;0;7;9;1;0
1;26.1;9;90.2;1;26;16;1;0
1;853.4;2;100.7;0;94;4;1;0
0;319.3;16;54.6;0;59;15;1;0
0;536.7;15;25.2;0;77;17;1;0
1;343.7;17;87;0;55;10;0;1
0;76.7;10;39.6;1;59;20;0;0
0;150.1;9;31.6;1;94;1;1;1
1;397;4;109.4;0;46;8;0;0
0;380.8;13;44.2;1;43;14;0;0
1;132.7;8;14.6;0;56;1;0;1
1;23.1;4;44.6;0;70;3;0;0
0;723.1;13;26.9;0;89;9;0;0
1;464.6;15;80.9;1;42;19;0;0
0;54.1;1;23.7;1;23;2;1;1
0;348.8;2;55.7;1;71;19;1;0
1;151.5;16;87.8;0;73;8;1;0
0;731;18;62.5;1;52;22;0;1
1;425.6;17;44.3;1;66;17;1;0
0;36.2;15;84.4;0;40;22;0;0
1;966.4;14;82.8;0;90;22;1;0
1;316.6;9;103.4;1;28;2;1;0
1;389;4;16.6;0;51;7;1;0
1;310.4;14;71.8;0;54;6;0;0
0;730.5;8;28.3;1;9;21;1;0
1;801.5;4;94;0;18;15;0;1
0;897.5;16;51.3;0;21;10;0;1
0;779.6;18;70.4;0;22;16;0;0
0;164.2;19;37.9;0;57;1;0;1
1;901.5;15;52.3;1;20;20;1;1
0;221.2;5;63.6;1;34;14;1;0
1;752.7;13;58.3;1;3;17;0;1
1;275.8;10;17.9;0;16;18;0;0
1;410.5;18;101.6;0;71;9;1;0
0;701.8;15;31.1;1;32;3;0;1
1;806.8;12;79.1;1;60;14;0;1
1;741.3;10;88;0;60;12;0;1
1;392.9;3;71.9;1;50;8;1;0
0;757;3;77.3;0;33;13;0;0
1;604.2;2;106.3;0;26;22;1;0
1;534.4;13;27.5;1;4;16;1;0
0;626;1;27.4;0;21;9;1;0
1;136.1;3;79.6;1;42;0;0;1
1;960.1;14;32.8;1;8;9;1;0
1;806.1;11;45.5;1;82;19;0;1
0;292.3;1;18.5;1;85;4;0;1
0;424.7;15;103.1;1;100;23;1;0
0;160.2;2;85.6;0;1;23;0;0
0;14.9;19;77.3;0;53;21;0;0
0;922.1;1;58.7;1;71;23;1;0
1;799;5;58.3;0;41;7;1;0
1;527.3;4;65.3;0;42;21;1;0
0;306.4;2;104.8;0;28;22;0;0
0;585.6;3;26.6;0;43;19;0;0
1;31.6;1;84.9;0;91;11;0;0
1;239.5;7;10.3;1;82;17;1;1
0;143.6;8;102.4;1;26;20;1;0
1;335.4;13;93.3;1;36;7;1;0
0;745.6;20;59.9;1;80;22;1;0
1;397.1;18;87.1;1;80;14;1;0
1;186.1;5;108;0;47;17;1;0
0;898.9;1;73.9;0;13;11;0;0
0;920;18;30.9;0;83;0;1;0
0;340.3;5;104.1;0;26;16;1;0
1;420.9;5;18.4;0;83;22;1;0
0;620.8;15;105.2;1;55;0;1;0
0;644.2;5;74.3;0;88;22;1;0
1;216.2;13;51.7;1;91;6;0;1
0;541.3;12;10.6;0;43;22;1;0
0;655.1;10;47.2;1;66;15;1;0
1;123.3;4;78.9;1;86;20;1;0
1;796.5;13;66.5;0;97;12;1;0
1;577.5;11;87.2;1;3;1;1;0
0;408;10;10.4;1;11;20;0;1
1;932.5;20;53.8;1;89;11;1;0
1;544.9;14;20.8;0;17;21;1;1
0;776.2;12;47.2;0;92;14;0;0
0;230;14;107.9;0;73;17;1;0
1;522.5;7;62.1;1;66;20;0;1
1;934.2;19;37.7;0;92;17;0;1
0;730.6;7;82.2;0;91;6;1;0
1;358.1;20;32.3;0;41;6;0;1
1;973.8;4;79;0;15;5;0;1
1;13.9;6;30;0;85;0;1;0
1;760;2;96.9;1;61;16;1;0
0;108.6;2;57.9;0;19;16;0;0
0;2.2;14;74.9;0;51;9;1;0
0;227.6;15;65;0;49;9;1;0
0;540.1;6;54.6;0;100;11;1;0
0;319.2;8;67.5;1;59;4;0;0
0;213.1;14;24.2;1;23;3;1;1
1;480.1;19;54.3;1;25;13;0;1
0;982.7;13;48.9;1;18;0;1;0
0;41.4;7;104.9;1;22;19;0;0
1;606.9;19;38.1;1;55;23;0;1
1;455.3;2;67.9;0;67;16;1;0
1;365.2;19;98.5;0;43;2;0;1
0;483.1;11;51.4;1;63;15;0;0
1;333.6;1;23.3;1;11;3;0;1
1;183.1;18;74;0;84;9;1;0
1;711.3;18;68.6;0;51;12;0;1
0;200.6;19;28.2;0;43;6;0;0
1;697.7;9;65;1;88;18;1;0
0;857;20;103.7;1;18;16;1;0
0;420.2;6;16.5;0;13;19;0;0
0;541.3;6;23.5;0;59;10;0;0
0;413;13;35.3;1;32;14;0;0
1;901.4;10;40.2;1;40;4;0;1
0;146.6;3;62.6;0;83;8;1;0
1;336.1;14;44.3;0;8;20;0;0
0;107.7;15;26.6;0;76;10;1;0
0;289;15;33.6;1;69;21;1;0
0;930.8;17;85.8;1;93;22;1;1
0;841.6;17;93.7;1;70;15;0;0
1;79.3;5;109.7;0;11;6;1;0
1;108.4;11;40.3;0;22;18;0;0
1;578.6;10;44.7;1;88;3;1;0
1;932.4;18;72.6;0;18;11;1;0
1;299.1;20;17.4;1;73;13;1;1
1;381.1;6;87.7;0;89;23;1;0
0;290.8;10;23.3;1;75;8;0;0
1;543.8;6;107.2;0;55;12;0;0
1;667.5;9;52.5;1;60;16;1;0
0;129.2;17;63.8;0;23;0;0;1
0;543.4;10;101.5;1;6;20;1;0
0;364.1;20;100.7;1;70;1;0;0
1;518.8;4;21.2;1;77;13;0;1
1;692.6;18;31.3;1;71;9;0;1
1;217.7;11;51.5;0;76;2;0;1
1;776.6;19;10.6;0;25;22;0;1
0;375.8;16;91.6;1;96;22;0;0
0;296.4;10;67.8;1;15;8;1;1
1;979.5;8;57.9;0;58;11;0;1
1;52.6;16;50.5;0;66;22;0;0
1;955.1;15;76.6;0;51;5;1;0
0;868.5;3;29.9;1;46;0;1;0
0;909.6;6;64.1;0;51;23;1;0
0;793.3;16;17.4;0;56;6;0;1
0;421.6;13;42.5;1;52;7;0;0
1;106.5;9;42.8;1;65;14;0;0
0;383.4;14;42.7;0;64;12;1;0
1;622.4;19;43.5;1;36;16;0;1
0;893.7;17;42.3;1;29;5;0;1
1;795.7;15;15.1;0;99;23;0;1
0;201;10;91.6;1;12;3;0;1
0;128.3;15;73.5;0;8;17;1;0
1;197.9;4;73.9;0;96;0;0;0
0;376;11;78.1;1;52;10;0;0
1;966.6;8;54.4;1;55;18;0;1
0;56.9;8;66.5;1;48;19;0;0
0;874;17;63.4;1;42;3;1;0
0;759.6;12;50.4;1;81;22;1;0
0;719.1;10;66.9;1;41;23;1;0
1;753.4;5;23;0;38;7;0;0
0;429.7;19;73.4;0;46;17;1;0
1;398;10;27.6;0;83;3;1;0
0;811.3;8;26.9;1;93;1;0;0
1;855.1;13;37.3;0;26;4;0;1
0;845.5;13;36.3;1;23;15;0;1
1;599.9;9;96.5;1;30;3;1;0
0;40.2;1;91;1;7;12;0;0
1;233.8;12;73.8;0;15;8;1;0
0;329.8;6;12.8;0;85;5;1;0
1;98;13;75.2;0;5;5;0;0
1;26.8;4;94.6;0;83;15;1;0
0;187.8;8;70.1;0;66;23;0;0
1;323.7;4;74.9;1;34;15;1;0
1;867.1;5;77.2;1;84;21;0;1
1;846;5;98.5;0;79;7;1;0
1;884.7;8;63;0;39;4;1;0
1;755.7;17;14.3;1;78;5;1;0
1;190.6;20;100.9;1;25;3;0;1
0;906.2;17;58.8;0;89;2;1;0
0;53.5;13;41.4;1;50;1;1;1
0;546.8;14;75.8;1;72;11;1;0
1;978.7;7;44.6;1;96;3;0;1
1;79.5;7;23.3;0;47;19;0;0
0;927.2;17;22.9;0;55;17;0;1
0;365.3;14;15.6;0;85;19;1;0
1;335.3;3;45.8;1;20;22;1;0
1;81.7;16;52.4;1;54;21;1;0
1;435.1;8;55.7;1;62;20;1;0
1;631.6;7;84.4;1;89;22;1;0
1;375.6;4;45.4;0;50;9;0;0
1;101.8;19;64.4;0;32;9;0;1
0;645;4;46.2;0;66;5;1;0
1;773.3;1;35.8;0;79;6;0;0
1;293.2;17;78.1;1;62;18;1;0
0;682;19;106.6;0;7;0;1;0
0;455.8;18;10.7;1;7;21;1;1
1;729.9;8;59.8;1;10;18;0;1
0;678;14;86;1;80;0;0;0
0;847.7;11;51;0;6;14;0;0
1;540;6;52.2;1;54;23;0;1
1;707.7;7;40.9;0;63;17;1;0
1;82.9;12;58.8;0;23;18;1;0
1;487.5;7;15.5;0;89;16;0;0
